Kode Univesitas,Nama Universitas,Website Universitas,Kode Prodi,Nama Prodi,Peminat
28,UNIVERSITAS ISLAM NEGERI RADEN FATAH,http://www.radenfatah.ac.id,282206,ILMU POLITIK,447
28,UNIVERSITAS ISLAM NEGERI RADEN FATAH,http://www.radenfatah.ac.id,282214,ILMU PERPUSTAKAAN,438
28,UNIVERSITAS ISLAM NEGERI RADEN FATAH,http://www.radenfatah.ac.id,282222,ILMU KOMUNIKASI,1243
29,UNIVERSITAS ISLAM NEGERI AR-RANIRY,,291013,PENDIDIKAN TEKNIK ELEKTRO,126
29,UNIVERSITAS ISLAM NEGERI AR-RANIRY,,291021,PENDIDIKAN TEKNOLOGI INFORMATIKA,424
29,UNIVERSITAS ISLAM NEGERI AR-RANIRY,,291035,ARSITEKTUR,209
29,UNIVERSITAS ISLAM NEGERI AR-RANIRY,,291043,TEKNIK LINGKUNGAN,199
29,UNIVERSITAS ISLAM NEGERI AR-RANIRY,,291051,BIOLOGI,150
29,UNIVERSITAS ISLAM NEGERI AR-RANIRY,,291065,KIMIA,44
29,UNIVERSITAS ISLAM NEGERI AR-RANIRY,,292015,ILMU HUKUM,289
29,UNIVERSITAS ISLAM NEGERI AR-RANIRY,,292023,BIMBINGAN KONSELING,213
29,UNIVERSITAS ISLAM NEGERI AR-RANIRY,,292031,ILMU PERPUSTAKAAN,176
29,UNIVERSITAS ISLAM NEGERI AR-RANIRY,,292045,EKONOMI SYARIAH,760
29,UNIVERSITAS ISLAM NEGERI AR-RANIRY,,292053,PERBANKAN SYARIAH,820
29,UNIVERSITAS ISLAM NEGERI AR-RANIRY,,292061,ILMU EKONOMI,203
29,UNIVERSITAS ISLAM NEGERI AR-RANIRY,,292075,ILMU POLITIK,102
29,UNIVERSITAS ISLAM NEGERI AR-RANIRY,,292083,ILMU ADMINISTRASI NEGARA,269
29,UNIVERSITAS ISLAM NEGERI AR-RANIRY,,292091,PSIKOLOGI,292
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,301016,PENDIDIKAN MATEMATIKA,1037
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,301024,PENDIDIKAN FISIKA,361
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,301032,PENDIDIKAN KIMIA,527
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,301046,PENDIDIKAN BIOLOGI,890
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,301054,MATEMATIKA,685
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,301062,FISIKA,260
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,301076,KIMIA,452
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,301084,BIOLOGI,930
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,301092,PENDIDIKAN TEKNIK ELEKTRO,531
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,301105,PENDIDIKAN TEKNIK MESIN,796
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,301113,PENDIDIKAN TEKNIK BANGUNAN,514
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,301121,ILMU KEOLAHRAGAAN,721
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,301133,PENDIDIKAN TEKNIK INFORMATIKA & KOMPUTER,1862
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,301143,PENDIDIKAN TEKNIK ELEKTRONIKA,327
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,301151,SISTEM KOMPUTER,1496
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,301165,STATISTIKA,854
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302012,TEKNOLOGI PENDIDIKAN,691
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302026,PENDIDIKAN LUAR BIASA,558
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302034,MANAJEMEN PENDIDIKAN,1178
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302042,PENDIDIKAN LUAR SEKOLAH,354
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302056,PEND. GURU PAUD,638
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302064,BIMBINGAN & KONSELING,1135
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302072,PENDIDIKAN GURU SEKOLAH DASAR,2613
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302086,PSIKOLOGI,3694
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302094,PENDIDIKAN BAHASA INDONESIA,1077
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302101,SASTRA INDONESIA,880
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302115,PENDIDIKAN BAHASA INGGRIS,1461
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302123,SASTRA INGGRIS,1954
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302131,PENDIDIKAN BAHASA PRANCIS,324
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302145,PENDIDIKAN BAHASA JERMAN,345
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302153,PENDIDIKAN BAHASA ARAB,774
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302161,PENDIDIKAN BAHASA JEPANG,773
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302175,PENDIDIKAN SENI TARI,235
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302183,PENDIDIKAN SENI MUSIK,452
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302191,PENDIDIKAN SENI RUPA,460
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302204,PENDIDIKAN PANCASILA & KEWARGANEGARAAN,594
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302212,PENDIDIKAN GEOGRAFI,744
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302226,PENDIDIKAN SEJARAH,750
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302234,ILMU AGAMA ISLAM,1168
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302242,SOSIOLOGI,1415
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302256,PENDIDIKAN SOSIOLOGI,997
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302264,PENDIDIKAN KESEJAHTERAAN KELUARGA,376
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302272,"PENDIDIKAN JASMANI,KESEHATAN & REKREASI",1138
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302286,PENDIDIKAN KEPELATIHAN OLAHRAGA,1008
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302294,PENDIDIKAN EKONOMI,1020
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302301,MANAJEMEN,5031
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302315,AKUNTANSI,3438
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302323,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,750
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302331,PENDIDIKAN TATA BOGA,1646
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302345,PENDIDIKAN TATA BUSANA,824
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302353,PENDIDIKAN TATA RIAS,884
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302361,PENDIDIKAN TATA NIAGA,571
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302375,PENDIDIKAN BAHASA MANDARIN,203
30,UNIVERSITAS NEGERI JAKARTA,http://www.unj.ac.id,302383,ADMINISTRASI PERKANTORAN,1932
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311011,PENDIDIKAN DOKTER,4041
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311025,PENDIDIKAN DOKTER GIGI,2040
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311033,MATEMATIKA,1083
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311041,FISIKA,761
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311055,KIMIA,843
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311063,BIOLOGI,1080
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311071,FARMASI,1768
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311085,GEOGRAFI,808
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311093,TEKNIK SIPIL,1855
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311106,TEKNIK MESIN,1376
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311114,TEKNIK ELEKTRO,1073
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311122,TEKNIK METALURGI & MATERIAL,1121
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311136,ARSITEKTUR,1656
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311144,TEKNIK KIMIA,1209
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311152,ILMU KEPERAWATAN,1169
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311166,ILMU KOMPUTER,2100
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311174,ILMU KESEHATAN MASYARAKAT,2413
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311182,TEKNIK INDUSTRI,1577
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311196,TEKNIK PERKAPALAN,807
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311203,TEKNIK LINGKUNGAN,957
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311211,TEKNIK KOMPUTER,1505
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311225,SISTEM INFORMASI,2254
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311233,ARSITEKTUR INTERIOR,1621
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311241,TEKNOLOGI BIOPROSES,1052
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311255,GIZI,2063
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311263,KESEHATAN LINGKUNGAN,514
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311271,KESELAMATAN DAN KESEHATAN KERJA,1251
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311285,GEOFISIKA,802
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311293,GEOLOGI,1046
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,311306,STATISTIKA,1135
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312013,ILMU HUKUM,4297
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312021,ARKEOLOGI INDONESIA,564
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312035,ILMU SEJARAH,531
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312043,ILMU PSIKOLOGI,3843
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312051,ILMU KOMUNIKASI,3800
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312065,ILMU POLITIK,1145
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312073,ILMU ADMINISTRASI NEGARA,1703
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312081,KRIMINOLOGI,1910
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312095,SOSIOLOGI,1180
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312102,ILMU KESEJAHTERAAN SOSIAL,1658
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312116,ANTROPOLOGI SOSIAL,1236
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312124,ILMU EKONOMI,1613
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312132,ILMU ADMINISTRASI NIAGA,1423
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312146,ILMU ADMINISTRASI FISKAL,1369
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312154,MANAJEMEN,4159
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312162,AKUNTANSI,3563
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312176,ILMU HUBUNGAN INTERNASIONAL,2588
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312184,ILMU PERPUSTAKAAN,1313
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312192,ILMU FILSAFAT,572
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312205,SASTRA INDONESIA,908
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312213,SASTRA DAERAH UNTUK SASTRA JAWA,301
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312221,SASTRA JEPANG,1015
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312235,SASTRA CINA,438
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312243,SASTRA ARAB,855
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312251,SASTRA PERANCIS,594
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312265,SASTRA INGGRIS,1859
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312273,SASTRA JERMAN,642
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312281,SASTRA BELANDA,645
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312295,SASTRA RUSIA,365
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312302,BAHASA DAN KEBUDAYAAN KOREA,1370
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312316,ILMU EKONOMI ISLAM,1112
31,UNIVERSITAS INDONESIA,http://simak.ui.ac.id,312324,BISNIS ISLAM,1272
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321012,SOSIAL EKONOMI PERTANIAN / AGRIBISNIS,1049
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321026,TEKNIK INFORMATIKA,1796
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321034,SISTEM INFORMASI,1233
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321042,MATEMATIKA,464
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321056,BIOLOGI,666
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321064,KIMIA,404
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321072,FISIKA,342
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321086,KESEHATAN MASYARAKAT,1462
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321094,FARMASI,1770
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321101,ILMU KEPERAWATAN,1025
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321115,PENDIDIKAN DOKTER,1906
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321123,PENDIDIKAN MATEMATIKA,557
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321145,PENDIDIKAN KIMIA,241
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,321161,TEKNIK PERTAMBANGAN,575
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322022,AKUNTANSI,1651
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322074,ILMU EKONOMI DAN STUDI PEMBANGUNAN,1360
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322082,ILMU HUBUNGAN INTERNASIONAL,1471
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322103,ILMU HUKUM,1196
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322111,ILMU PERPUSTAKAAN,1153
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322141,MANAJEMEN,2702
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322185,ILMU POLITIK,713
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322206,KESEJAHTERAAN SOSIAL,1118
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322214,PSIKOLOGI,2127
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322436,SOSIOLOGI,994
32,UNIVERSITAS ISLAM NEGERI JAKARTA,http://www.uinjkt.ac.id,322452,BAHASA DAN SASTRA INGGRIS,1469
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331013,AGRIBISNIS,2204
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331021,AGRONOMI DAN HORTIKULTURA,1659
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331035,ARSITEKTUR LANSEKAP,1175
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331043,BIOKIMIA,598
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331051,BIOLOGI,750
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331065,EKONOMI SUMBERDAYA DAN LINGKUNGAN,693
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331081,ILMU DAN TEKNOLOGI KELAUTAN,949
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331102,ILMU KOMPUTER,1854
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331116,KEDOKTERAN HEWAN,1170
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331124,KIMIA,560
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331132,KOMUNIKASI DAN PENGEMBANGAN MASYARAKAT,1553
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331146,KONSERVASI SUMBERDAYAHUTAN& EKOWISATA,973
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331154,MANAJEMEN HUTAN,800
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331221,STATISTIKA,759
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331235,TEKNIK MESIN DAN BIOSISTEM,678
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331243,TEKNOLOGI HASIL HUTAN,1014
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331265,TEKNOLOGI INDUSTRI PERTANIAN,1390
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331273,TEKNOLOGI PANGAN,1489
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331281,NUTRISI DAN TEKNOLOGI PAKAN,694
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331295,TEKNOLOGI PRODUKSI TERNAK,771
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331316,TEKNIK SIPIL DAN LINGKUNGAN,1395
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331324,TEKNOLOGI & MANAJEMEN PERIKANAN BUDIDAYA,669
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331332,EKONOMI DAN STUDI PEMBANGUNAN,647
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331346,MANAJEMEN,1536
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331354,ILMU GIZI,2200
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331362,EKONOMI SYARIAH,1011
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331376,MANAJEMEN SUMBERDAYA LAHAN,657
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331384,PROTEKSI TANAMAN,583
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331392,MANAJEMEN SUMBERDAYA PERAIRAN,526
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331405,TEKNOLOGI HASIL PERAIRAN,462
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331413,TEKNOLOGI & MANAJEMEN PERIKANAN TANGKAP,610
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331421,SILVIKULTUR,953
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331435,METEOROLOGI TERAPAN,710
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331443,MATEMATIKA,592
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331451,FISIKA,388
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331465,ILMU KELUARGA DAN KONSUMEN,1045
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331473,BISNIS,1125
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331481,TEKNOLOGI HASIL TERNAK,797
33,INSTITUT PERTANIAN BOGOR,http://admisi.ipb.ac.id,331495,AKTUARIA,1564
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341014,PENDIDIKAN MATEMATIKA,1133
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341022,PENDIDIKAN FISIKA,473
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341036,PENDIDIKAN BIOLOGI,1047
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341044,PENDIDIKAN KIMIA,704
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341052,PENDIDIKAN ILMU KOMPUTER,467
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341066,MATEMATIKA,612
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341074,FISIKA,260
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341082,BIOLOGI,853
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341096,KIMIA,695
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341103,ILMU KOMPUTER,1439
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341111,PENDIDIKAN TEKNIK ARSITEKTUR,425
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341125,PENDIDIKAN TEKNIK BANGUNAN,336
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341141,PENDIDIKAN TEKNIK ELEKTRO,360
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341155,PENDIDIKAN TEKNIK MESIN,592
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341163,ILMU KEOLAHRAGAAN,550
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341171,TEKNIK ELEKTRO,1057
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341185,PENDIDIKAN TEKNOLOGI AGRO INDUSTRI,611
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341193,TEKNIK SIPIL,1710
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341206,PENDIDIKAN ILMU PENGETAHUAN ALAM,437
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,341214,TEKNIK ARSITEKTUR,1138
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342016,ADMINISTRASI PENDIDIKAN,676
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342024,BIMBINGAN DAN KONSELING,1361
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342032,PENDIDIKAN LUAR SEKOLAH,329
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342046,PENDIDIKAN LUAR BIASA,801
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342054,TEKNOLOGI PENDIDIKAN,395
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342062,PSIKOLOGI,1899
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342076,PKN,511
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342084,PENDIDIKAN SEJARAH,613
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342092,PENDIDIKAN GEOGRAFI,628
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342105,ILMU PENDIDIKAN AGAMA ISLAM,1064
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342113,MANAJEMEN RESORT DAN LEISURE,1517
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342121,MANAJEMEN PEMASARAN PARIWISATA,1605
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342135,MANAJEMEN INDUSTRI KATERING,814
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342143,PENDIDIKAN BHS.DAN SASTRA INDONESIA,935
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342151,PENDIDIKAN BAHASA DAERAH,597
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342165,PENDIDIKAN BAHASA INGGRIS,1205
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342173,PENDIDIKAN BAHASA ARAB,654
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342181,PENDIDIKAN BAHASA JEPANG,694
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342195,PENDIDIKAN BAHASA JERMAN,308
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342202,PENDIDIKAN BAHASA PERANCIS,281
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342216,PENDIDIKAN SENI RUPA DAN KERAJINAN,437
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342224,PENDIDIKAN SENI TARI,247
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342232,PENDIDIKAN SENI MUSIK,586
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342246,BAHASA DAN SASTRA INGGRIS,1249
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342254,BAHASA DAN SASTRA INDONESIA,735
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342262,PENDIDIKAN KESEJAHTERAAN KELUARGA,311
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342276,PENDIDIKAN TATA BOGA,1191
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342284,PENDIDIKAN TATA BUSANA,630
34,UNIVERSITAS PENDIDIKAN INDONESIA,http://upi.edu,342292,PENDIDIKAN KEPELATIHAN OLAHRAGA,862
