Provinsi,Panlok,PTN,Prodi,Jumlah
Sumatera Barat,17,17,171174,41
Sumatera Barat,17,17,171182,48
Sumatera Barat,17,17,171196,26
Sumatera Barat,17,17,172013,67
Sumatera Barat,17,17,172021,57
Sumatera Barat,17,17,172035,66
Sumatera Barat,17,17,172043,87
Sumatera Barat,17,17,172051,63
Sumatera Barat,17,17,172065,112
Sumatera Barat,17,17,172073,169
Sumatera Barat,17,17,172081,71
Sumatera Barat,17,17,172095,71
Sumatera Barat,17,17,172102,47
Sumatera Barat,17,17,172116,58
Sumatera Barat,17,17,172124,33
Sumatera Barat,17,17,172132,79
Sumatera Barat,17,17,172146,93
Sumatera Barat,17,17,172154,54
Sumatera Barat,17,17,172162,68
Sumatera Barat,17,17,172176,77
Sumatera Barat,17,17,172184,64
Sumatera Barat,17,17,172192,87
Sumatera Barat,17,17,172205,65
Sumatera Barat,17,17,172213,76
Sumatera Barat,17,17,172221,50
Sumatera Barat,17,17,172235,46
Sumatera Barat,17,17,172243,85
Sumatera Barat,17,17,172251,58
Sumatera Barat,17,17,172265,190
Sumatera Barat,17,17,172273,136
Sumatera Barat,17,17,172281,56
Sumatera Barat,17,17,172295,113
Sumatera Barat,17,17,172302,55
Sumatera Barat,17,17,172316,25
Sumatera Barat,17,17,172324,36
Sumatera Barat,17,17,172332,85
Sumatera Barat,17,17,172346,19
Sumatera Barat,17,18,181012,36
Sumatera Barat,17,18,181026,36
Sumatera Barat,17,18,181034,69
Sumatera Barat,17,18,181042,48
Sumatera Barat,17,18,181056,55
Sumatera Barat,17,18,181064,21
Sumatera Barat,17,18,181072,40
Sumatera Barat,17,18,181086,35
Sumatera Barat,17,18,181094,36
Sumatera Barat,17,18,181101,29
Sumatera Barat,17,18,181115,25
Sumatera Barat,17,18,181123,120
Sumatera Barat,17,18,181131,53
Sumatera Barat,17,18,181145,68
Sumatera Barat,17,18,181153,49
Sumatera Barat,17,18,181161,36
Sumatera Barat,17,18,181175,49
Sumatera Barat,17,18,181183,50
Sumatera Barat,17,18,181191,43
Sumatera Barat,17,18,181204,46
Sumatera Barat,17,18,181212,20
Sumatera Barat,17,18,181226,23
Sumatera Barat,17,18,181234,35
Sumatera Barat,17,18,181242,22
Sumatera Barat,17,18,181256,38
Sumatera Barat,17,18,181264,16
Sumatera Barat,17,18,181272,16
Sumatera Barat,17,18,181286,34
Sumatera Barat,17,18,182014,49
Sumatera Barat,17,18,182022,158
Sumatera Barat,17,18,182036,29
Sumatera Barat,17,18,182044,29
Sumatera Barat,17,18,182052,25
Sumatera Barat,17,18,182066,64
Sumatera Barat,17,18,182074,64
Sumatera Barat,17,18,182082,29
Sumatera Barat,17,18,182096,29
Sumatera Barat,17,18,182103,27
Sumatera Barat,17,18,182111,32
Sumatera Barat,17,18,182125,27
Sumatera Barat,17,18,182133,20
Sumatera Barat,17,18,182141,23
Sumatera Barat,17,18,182155,38
Sumatera Barat,17,18,182163,30
Sumatera Barat,17,18,182171,28
Sumatera Barat,17,19,191013,18
Sumatera Barat,17,19,191021,21
Sumatera Barat,17,19,191035,3
Sumatera Barat,17,19,191043,15
Sumatera Barat,17,19,191051,4
Sumatera Barat,17,19,191065,3
Sumatera Barat,17,19,191073,8
Sumatera Barat,17,19,191081,9
Sumatera Barat,17,19,191095,4
Sumatera Barat,17,19,191102,16
Sumatera Barat,17,19,191116,20
Sumatera Barat,17,19,191124,9
Sumatera Barat,17,19,191132,2
Sumatera Barat,17,19,191146,9
Sumatera Barat,17,19,191154,10
Sumatera Barat,17,19,191162,12
Sumatera Barat,17,19,191176,15
Sumatera Barat,17,19,191184,3
Sumatera Barat,17,19,191192,3
Sumatera Barat,17,19,191205,28
Sumatera Barat,17,19,191213,4
Sumatera Barat,17,19,191221,6
Sumatera Barat,17,19,191235,5
Sumatera Barat,17,19,191243,5
Sumatera Barat,17,19,191251,1
Sumatera Barat,17,19,191265,6
Sumatera Barat,17,19,191273,10
Sumatera Barat,17,19,191281,1
Sumatera Barat,17,19,191295,6
Sumatera Barat,17,19,191302,2
Sumatera Barat,17,19,192015,10
Sumatera Barat,17,19,192023,6
Sumatera Barat,17,19,192031,21
Sumatera Barat,17,19,192045,11
Sumatera Barat,17,19,192053,7
Sumatera Barat,17,19,192061,6
Sumatera Barat,17,19,192075,4
Sumatera Barat,17,19,192083,2
Sumatera Barat,17,19,192091,24
Sumatera Barat,17,19,192104,13
Sumatera Barat,17,19,192112,52
Sumatera Barat,17,19,192126,4
Sumatera Barat,17,19,192134,1
Sumatera Barat,17,19,192142,2
Sumatera Barat,17,19,192156,1
Sumatera Barat,17,19,192164,2
Sumatera Barat,17,19,192172,6
Sumatera Barat,17,19,192186,15
Sumatera Barat,17,19,192194,1
Sumatera Barat,17,19,192215,1
Sumatera Barat,17,19,192223,5
Sumatera Barat,17,19,192231,8
Sumatera Barat,17,20,201016,3
Sumatera Barat,17,20,201024,14
Sumatera Barat,17,20,201032,24
Sumatera Barat,17,20,201046,22
Sumatera Barat,17,20,201054,15
Sumatera Barat,17,20,201062,9
Sumatera Barat,17,20,201084,2
Sumatera Barat,17,20,201092,2
Sumatera Barat,17,20,201105,5
Sumatera Barat,17,20,202012,6
Sumatera Barat,17,20,202026,10
Sumatera Barat,17,20,202034,7
Sumatera Barat,17,20,202042,6
Sumatera Barat,17,20,202056,22
Sumatera Barat,17,20,202115,1
Sumatera Barat,17,20,202226,34
Sumatera Barat,17,21,211011,1
Sumatera Barat,17,21,211025,2
Sumatera Barat,17,21,211033,2
Sumatera Barat,17,21,211041,1
Sumatera Barat,17,21,211055,13
Sumatera Barat,17,21,211063,6
Sumatera Barat,17,21,211071,15
Sumatera Barat,17,21,211122,5
Sumatera Barat,17,21,211136,14
Sumatera Barat,17,21,211144,8
Sumatera Barat,17,21,211152,1
Sumatera Barat,17,21,211174,1
Sumatera Barat,17,21,211182,1
Sumatera Barat,17,21,211203,2
Sumatera Barat,17,21,211211,2
Sumatera Barat,17,21,211233,3
Sumatera Barat,17,21,211241,3
Sumatera Barat,17,21,211255,1
Sumatera Barat,17,21,211271,4
Sumatera Barat,17,21,211293,29
Sumatera Barat,17,21,211306,1
Sumatera Barat,17,21,211314,1
Sumatera Barat,17,21,211322,2
Sumatera Barat,17,21,211336,2
Sumatera Barat,17,21,211344,1
Sumatera Barat,17,21,211352,2
Sumatera Barat,17,21,211366,4
Sumatera Barat,17,21,211374,4
Sumatera Barat,17,21,212013,1
Sumatera Barat,17,21,212043,9
Sumatera Barat,17,21,212051,3
Sumatera Barat,17,21,212065,1
Sumatera Barat,17,21,212073,1
Sumatera Barat,17,21,212081,13
Sumatera Barat,17,21,212095,1
Sumatera Barat,17,21,212124,1
Sumatera Barat,17,21,212132,1
Sumatera Barat,17,21,212176,2
Sumatera Barat,17,21,212192,2
Sumatera Barat,17,21,212205,2
Sumatera Barat,17,21,212213,2
Sumatera Barat,17,21,212221,1
Sumatera Barat,17,22,221012,3
Sumatera Barat,17,22,221026,1
Sumatera Barat,17,22,221034,2
Sumatera Barat,17,22,221042,1
Sumatera Barat,17,22,221086,1
Sumatera Barat,17,22,221101,1
Sumatera Barat,17,22,222022,5
Sumatera Barat,17,22,222036,4
Sumatera Barat,17,22,222052,1
Sumatera Barat,17,22,222066,1
Sumatera Barat,17,22,222074,5
Sumatera Barat,17,22,222082,5
Sumatera Barat,17,23,231021,1
Sumatera Barat,17,23,231035,1
Sumatera Barat,17,23,231051,1
Sumatera Barat,17,23,231073,1
Sumatera Barat,17,23,231081,2
Sumatera Barat,17,23,231095,6
Sumatera Barat,17,23,231102,8
Sumatera Barat,17,23,231116,5
Sumatera Barat,17,23,231124,2
Sumatera Barat,17,23,231132,2
Sumatera Barat,17,23,231192,1
Sumatera Barat,17,23,231205,5
Sumatera Barat,17,23,231213,3
Sumatera Barat,17,23,231221,3
Sumatera Barat,17,23,231273,5
Sumatera Barat,17,23,231281,3
Sumatera Barat,17,23,231295,7
Sumatera Barat,17,23,231302,2
Sumatera Barat,17,23,231316,1
Sumatera Barat,17,23,231324,1
Sumatera Barat,17,23,231332,4
Sumatera Barat,17,23,231346,3
Sumatera Barat,17,23,231354,1
Sumatera Barat,17,23,231372,5
Sumatera Barat,17,23,231392,2
Sumatera Barat,17,23,232015,1
Sumatera Barat,17,23,232023,6
Sumatera Barat,17,23,232031,1
Sumatera Barat,17,23,232045,2
Sumatera Barat,17,23,232053,4
Sumatera Barat,17,23,232061,3
Sumatera Barat,17,23,232091,1
Sumatera Barat,17,23,232126,1
Sumatera Barat,17,23,232134,1
Sumatera Barat,17,23,232142,1
Sumatera Barat,17,23,232164,6
Sumatera Barat,17,23,232172,1
Sumatera Barat,17,23,232186,3
Sumatera Barat,17,24,241036,2
Sumatera Barat,17,24,241082,1
Sumatera Barat,17,24,241103,1
Sumatera Barat,17,25,251015,5
Sumatera Barat,17,25,251023,5
Sumatera Barat,17,25,251031,10
Sumatera Barat,17,25,251045,2
Sumatera Barat,17,25,251053,1
Sumatera Barat,17,25,251104,2
Sumatera Barat,17,25,251112,5
Sumatera Barat,17,25,251134,4
Sumatera Barat,17,25,251142,2
Sumatera Barat,17,25,251156,1
Sumatera Barat,17,25,251164,3
Sumatera Barat,17,25,251172,1
Sumatera Barat,17,25,251186,3
Sumatera Barat,17,25,251194,5
Sumatera Barat,17,25,251201,2
Sumatera Barat,17,25,251215,1
Sumatera Barat,17,25,251223,1
Sumatera Barat,17,25,251231,2
Sumatera Barat,17,25,251245,1
Sumatera Barat,17,25,252011,4
Sumatera Barat,17,25,252025,1
Sumatera Barat,17,25,252033,1
Sumatera Barat,17,25,252041,1
Sumatera Barat,17,25,252055,1
Sumatera Barat,17,25,252063,2
Sumatera Barat,17,25,252071,3
Sumatera Barat,17,25,252085,6
Sumatera Barat,17,25,252093,2
Sumatera Barat,17,25,252106,1
Sumatera Barat,17,25,252114,1
Sumatera Barat,17,25,252166,1
Sumatera Barat,17,25,252174,2
Sumatera Barat,17,26,261016,4
Sumatera Barat,17,26,261024,8
Sumatera Barat,17,26,261032,5
Sumatera Barat,17,26,261046,10
Sumatera Barat,17,26,261054,5
Sumatera Barat,17,26,261062,3
Sumatera Barat,17,26,261076,9
Sumatera Barat,17,26,261084,4
Sumatera Barat,17,26,261092,7
Sumatera Barat,17,26,261105,4
Sumatera Barat,17,26,261113,5
Sumatera Barat,17,26,261121,5
Sumatera Barat,17,27,271033,2
Sumatera Barat,17,27,271093,1
Sumatera Barat,17,27,271114,1
Sumatera Barat,17,27,271136,1
Sumatera Barat,17,27,271196,1
Sumatera Barat,17,27,271203,2
Sumatera Barat,17,27,271225,3
Sumatera Barat,17,27,271306,1
Sumatera Barat,17,27,272021,1
Sumatera Barat,17,27,272065,1
Sumatera Barat,17,27,272081,1
Sumatera Barat,17,27,272213,1
Sumatera Barat,17,28,281056,1
Sumatera Barat,17,28,281072,1
Sumatera Barat,17,29,291035,2
Sumatera Barat,17,29,291051,1
Sumatera Barat,17,29,291065,5
Sumatera Barat,17,29,292083,1
Sumatera Barat,17,29,292091,1
Sumatera Barat,17,30,301092,1
Sumatera Barat,17,30,302012,1
Sumatera Barat,17,30,302026,1
Sumatera Barat,17,30,302034,1
Sumatera Barat,17,30,302042,1
Sumatera Barat,17,30,302056,1
Sumatera Barat,17,30,302101,1
Sumatera Barat,17,30,302123,1
Sumatera Barat,17,30,302204,1
Sumatera Barat,17,30,302234,1
Sumatera Barat,17,30,302242,1
Sumatera Barat,17,30,302264,1
Sumatera Barat,17,30,302272,1
Sumatera Barat,17,30,302286,1
Sumatera Barat,17,30,302294,1
Sumatera Barat,17,30,302331,2
Sumatera Barat,17,30,302361,1
Sumatera Barat,17,31,311033,3
Sumatera Barat,17,31,311041,4
Sumatera Barat,17,31,311055,3
Sumatera Barat,17,31,311063,3
Sumatera Barat,17,31,311071,2
Sumatera Barat,17,31,311085,3
Sumatera Barat,17,31,311093,2
Sumatera Barat,17,31,311114,2
Sumatera Barat,17,31,311122,2
Sumatera Barat,17,31,311144,1
Sumatera Barat,17,31,311152,4
Sumatera Barat,17,31,311166,3
Sumatera Barat,17,31,311174,7
Sumatera Barat,17,31,311196,1
Sumatera Barat,17,31,311203,2
Sumatera Barat,17,31,311211,2
Sumatera Barat,17,31,311225,3
Sumatera Barat,17,31,311271,2
Sumatera Barat,17,31,311285,3
Sumatera Barat,17,31,311293,3
Sumatera Barat,17,31,312013,6
Sumatera Barat,17,31,312043,4
Sumatera Barat,17,31,312051,2
Sumatera Barat,17,31,312065,1
Sumatera Barat,17,31,312073,1
Sumatera Barat,17,31,312081,1
Sumatera Barat,17,31,312102,2
Sumatera Barat,17,31,312124,1
Sumatera Barat,17,31,312132,2
Sumatera Barat,17,31,312146,4
Sumatera Barat,17,31,312154,3
Sumatera Barat,17,31,312162,9
Sumatera Barat,17,31,312184,1
Sumatera Barat,17,31,312205,1
Sumatera Barat,17,31,312251,1
Sumatera Barat,17,31,312273,1
Sumatera Barat,17,31,312295,1
Sumatera Barat,17,31,312316,2
Sumatera Barat,17,31,312324,1
Sumatera Barat,17,32,321026,1
Sumatera Barat,17,32,321034,2
Sumatera Barat,17,32,321042,1
Sumatera Barat,17,32,321056,1
Sumatera Barat,17,32,321094,2
Sumatera Barat,17,32,321101,1
Sumatera Barat,17,32,321123,1
Sumatera Barat,17,32,322022,1
Sumatera Barat,17,32,322082,2
Sumatera Barat,17,32,322103,1
Sumatera Barat,17,32,322141,1
Sumatera Barat,17,32,322436,1
Sumatera Barat,17,33,331013,2
Sumatera Barat,17,33,331021,1
Sumatera Barat,17,33,331043,3
Sumatera Barat,17,33,331051,2
Sumatera Barat,17,33,331102,4
Sumatera Barat,17,33,331116,4
Sumatera Barat,17,33,331124,1
Sumatera Barat,17,33,331132,5
Sumatera Barat,17,33,331154,2
Sumatera Barat,17,33,331221,1
Sumatera Barat,17,33,331235,5
Sumatera Barat,17,33,331243,1
Sumatera Barat,17,33,331265,2
Sumatera Barat,17,33,331281,2
Sumatera Barat,17,33,331295,3
Sumatera Barat,17,33,331316,1
Sumatera Barat,17,33,331324,3
Sumatera Barat,17,33,331332,2
Sumatera Barat,17,33,331346,7
Sumatera Barat,17,33,331354,3
Sumatera Barat,17,33,331376,1
Sumatera Barat,17,33,331384,4
Sumatera Barat,17,33,331392,1
Sumatera Barat,17,33,331405,3
Sumatera Barat,17,33,331413,2
Sumatera Barat,17,33,331421,1
Sumatera Barat,17,33,331435,1
Sumatera Barat,17,33,331443,2
Sumatera Barat,17,33,331465,1
Sumatera Barat,17,33,331473,2
Sumatera Barat,17,33,331495,1
Sumatera Barat,17,34,341014,1
Sumatera Barat,17,34,341022,2
Sumatera Barat,17,34,341036,1
Sumatera Barat,17,34,341052,1
Sumatera Barat,17,34,341141,1
Sumatera Barat,17,34,341155,1
Sumatera Barat,17,34,341171,2
Sumatera Barat,17,34,341193,1
Sumatera Barat,17,34,341206,1
Sumatera Barat,17,34,342016,1
Sumatera Barat,17,34,342054,1
Sumatera Barat,17,34,342105,1
Sumatera Barat,17,34,342121,1
Sumatera Barat,17,34,342135,2
Sumatera Barat,17,34,342143,1
Sumatera Barat,17,34,342165,1
Sumatera Barat,17,34,342173,2
Sumatera Barat,17,34,342181,1
Sumatera Barat,17,34,342254,1
Sumatera Barat,17,34,342276,1
Sumatera Barat,17,34,342284,2
Sumatera Barat,17,34,342343,1
Sumatera Barat,17,34,342351,1
Sumatera Barat,17,34,342395,1
Sumatera Barat,17,34,342416,1
Sumatera Barat,17,34,342454,2
Sumatera Barat,17,34,342476,3
Sumatera Barat,17,34,342521,1
Sumatera Barat,17,34,342535,1
Sumatera Barat,17,34,342543,1
Sumatera Barat,17,35,351015,8
Sumatera Barat,17,35,351023,6
Sumatera Barat,17,35,351031,4
Sumatera Barat,17,35,351045,5
Sumatera Barat,17,35,351053,3
Sumatera Barat,17,35,351061,1
Sumatera Barat,17,35,351075,5
Sumatera Barat,17,35,351083,5
Sumatera Barat,17,35,351091,4
Sumatera Barat,17,35,351104,2
Sumatera Barat,17,35,351126,2
Sumatera Barat,17,35,351142,1
Sumatera Barat,17,35,351156,1
Sumatera Barat,17,35,351164,1
Sumatera Barat,17,35,352011,3
Sumatera Barat,17,35,352025,1
Sumatera Barat,17,36,361016,2
Sumatera Barat,17,36,361024,2
Sumatera Barat,17,36,361032,4
Sumatera Barat,17,36,361046,2
Sumatera Barat,17,36,361054,2
Sumatera Barat,17,36,361062,8
Sumatera Barat,17,36,361076,7
Sumatera Barat,17,36,361092,2
Sumatera Barat,17,36,361105,2
Sumatera Barat,17,36,361113,2
Sumatera Barat,17,36,361135,1
Sumatera Barat,17,36,361143,3
Sumatera Barat,17,36,361151,1
Sumatera Barat,17,36,361165,1
Sumatera Barat,17,36,361173,3
Sumatera Barat,17,36,361181,4
Sumatera Barat,17,36,361195,2
Sumatera Barat,17,36,361202,1
Sumatera Barat,17,36,361216,3
Sumatera Barat,17,36,362012,11
Sumatera Barat,17,36,362026,7
Sumatera Barat,17,36,362034,1
Sumatera Barat,17,36,362042,2
Sumatera Barat,17,36,362056,3
Sumatera Barat,17,36,362064,2
Sumatera Barat,17,36,362072,1
Sumatera Barat,17,36,362086,2
Sumatera Barat,17,36,362094,2
Sumatera Barat,17,36,362101,4
Sumatera Barat,17,36,362131,1
Sumatera Barat,17,36,362145,3
Sumatera Barat,17,36,362161,1
Sumatera Barat,17,36,362175,1
Sumatera Barat,17,36,362183,3
Sumatera Barat,17,36,362191,1
Sumatera Barat,17,36,362204,2
Sumatera Barat,17,36,362212,6
Sumatera Barat,17,36,362226,2
Sumatera Barat,17,36,362234,2
Sumatera Barat,17,36,362242,5
Sumatera Barat,17,36,362256,3
Sumatera Barat,17,36,362264,3
Sumatera Barat,17,36,362272,2
Sumatera Barat,17,36,362286,2
Sumatera Barat,17,37,371063,1
Sumatera Barat,17,37,371071,2
Sumatera Barat,17,37,372013,2
Sumatera Barat,17,37,372035,4
Sumatera Barat,17,37,372051,3
Sumatera Barat,17,37,372073,3
Sumatera Barat,17,37,372095,2
Sumatera Barat,17,38,381012,2
Sumatera Barat,17,38,381026,3
Sumatera Barat,17,38,381034,3
Sumatera Barat,17,38,381042,2
Sumatera Barat,17,38,381056,1
Sumatera Barat,17,38,381131,1
Sumatera Barat,17,38,382014,2
Sumatera Barat,17,38,382052,2
Sumatera Barat,17,39,391043,1
Sumatera Barat,17,39,391051,1
Sumatera Barat,17,39,391073,2
Sumatera Barat,17,39,391081,2
Sumatera Barat,17,39,392023,4
Sumatera Barat,17,39,392031,1
Sumatera Barat,17,39,392045,4
Sumatera Barat,17,40,401016,1
Sumatera Barat,17,40,401032,2
Sumatera Barat,17,40,401046,1
Sumatera Barat,17,40,401062,2
Sumatera Barat,17,40,401084,2
Sumatera Barat,17,40,402012,1
Sumatera Barat,17,40,402086,1
Sumatera Barat,17,41,411114,1
Sumatera Barat,17,42,421204,1
Sumatera Barat,17,42,422125,1
Sumatera Barat,17,42,422185,1
Sumatera Barat,17,43,431013,3
Sumatera Barat,17,43,431051,2
Sumatera Barat,17,43,431073,1
Sumatera Barat,17,43,431081,3
Sumatera Barat,17,43,431095,1
Sumatera Barat,17,43,431102,2
Sumatera Barat,17,43,431132,2
Sumatera Barat,17,43,431146,2
Sumatera Barat,17,43,431154,1
Sumatera Barat,17,43,431162,1
Sumatera Barat,17,43,431176,3
Sumatera Barat,17,43,431184,1
Sumatera Barat,17,43,431192,4
Sumatera Barat,17,43,431205,3
Sumatera Barat,17,43,431221,1
Sumatera Barat,17,43,431235,3
Sumatera Barat,17,43,431243,3
Sumatera Barat,17,43,431251,2
Sumatera Barat,17,43,431265,6
Sumatera Barat,17,43,431273,1
Sumatera Barat,17,43,431281,3
Sumatera Barat,17,43,431316,2
Sumatera Barat,17,43,431332,1
Sumatera Barat,17,43,431346,1
Sumatera Barat,17,43,432053,5
Sumatera Barat,17,43,432083,5
Sumatera Barat,17,43,432091,1
Sumatera Barat,17,43,432104,2
Sumatera Barat,17,43,432112,1
Sumatera Barat,17,43,432126,2
Sumatera Barat,17,43,432134,2
Sumatera Barat,17,43,432172,1
Sumatera Barat,17,44,441044,1
Sumatera Barat,17,44,441074,2
Sumatera Barat,17,44,441141,1
Sumatera Barat,17,44,441296,1
Sumatera Barat,17,44,442046,1
Sumatera Barat,17,44,442135,1
Sumatera Barat,17,44,442151,1
Sumatera Barat,17,44,442195,1
Sumatera Barat,17,45,451053,2
Sumatera Barat,17,45,452196,1
Sumatera Barat,17,45,452211,1
Sumatera Barat,17,46,461016,1
Sumatera Barat,17,46,461024,1
Sumatera Barat,17,46,461092,2
Sumatera Barat,17,46,461113,1
Sumatera Barat,17,46,462012,2
Sumatera Barat,17,46,462101,1
Sumatera Barat,17,46,462115,1
Sumatera Barat,17,46,462123,1
Sumatera Barat,17,46,462301,1
Sumatera Barat,17,46,462345,1
Sumatera Barat,17,46,462383,1
Sumatera Barat,17,47,471011,2
Sumatera Barat,17,47,471033,1
Sumatera Barat,17,47,471041,1
Sumatera Barat,17,47,471071,1
Sumatera Barat,17,47,471093,1
Sumatera Barat,17,47,471106,1
Sumatera Barat,17,47,471166,3
Sumatera Barat,17,47,471182,1
Sumatera Barat,17,47,471203,1
Sumatera Barat,17,47,471211,4
Sumatera Barat,17,47,471255,1
Sumatera Barat,17,47,471322,1
Sumatera Barat,17,47,471336,1
Sumatera Barat,17,47,471344,1
Sumatera Barat,17,47,471366,1
Sumatera Barat,17,47,471374,4
Sumatera Barat,17,47,471382,2
Sumatera Barat,17,47,471396,2
Sumatera Barat,17,47,471403,3
Sumatera Barat,17,47,471411,1
Sumatera Barat,17,47,471425,1
Sumatera Barat,17,47,471433,2
Sumatera Barat,17,47,471471,1
Sumatera Barat,17,47,471485,1
Sumatera Barat,17,47,471493,1
Sumatera Barat,17,47,472013,1
Sumatera Barat,17,47,472035,1
Sumatera Barat,17,47,472043,3
Sumatera Barat,17,47,472051,2
Sumatera Barat,17,47,472095,2
Sumatera Barat,17,47,472124,1
Sumatera Barat,17,47,472146,1
Sumatera Barat,17,47,472154,1
Sumatera Barat,17,47,472162,1
Sumatera Barat,17,47,472176,1
Sumatera Barat,17,48,481026,1
Sumatera Barat,17,48,481056,1
Sumatera Barat,17,48,482214,1
Sumatera Barat,17,48,482222,1
Sumatera Barat,17,48,482274,1
Sumatera Barat,17,48,482282,1
Sumatera Barat,17,49,491013,1
Sumatera Barat,17,49,491021,2
Sumatera Barat,17,49,491035,2
Sumatera Barat,17,49,491051,1
Sumatera Barat,17,49,491081,2
Sumatera Barat,17,49,491095,1
Sumatera Barat,17,49,492015,2
Sumatera Barat,17,49,492031,2
Sumatera Barat,17,49,492045,1
Sumatera Barat,17,49,492053,1
Sumatera Barat,17,50,502383,1
Sumatera Barat,17,51,511011,1
Sumatera Barat,17,51,511063,2
Sumatera Barat,17,51,511071,1
Sumatera Barat,17,51,511106,2
Sumatera Barat,17,51,511114,2
Sumatera Barat,17,51,511122,1
Sumatera Barat,17,51,511152,1
Sumatera Barat,17,51,511203,5
Sumatera Barat,17,51,511211,1
Sumatera Barat,17,51,511225,1
Sumatera Barat,17,51,511263,1
Sumatera Barat,17,51,511271,1
Sumatera Barat,17,51,511293,2
Sumatera Barat,17,52,521026,1
Sumatera Barat,17,52,521034,1
Sumatera Barat,17,52,521042,1
Sumatera Barat,17,52,521131,1
Sumatera Barat,17,52,521161,1
Sumatera Barat,17,52,521183,4
Sumatera Barat,17,52,521191,2
Sumatera Barat,17,52,522096,1
Sumatera Barat,17,52,522103,1
Sumatera Barat,17,53,531073,1
Sumatera Barat,17,53,532023,1
Sumatera Barat,17,53,532031,1
Sumatera Barat,17,53,532104,1
Sumatera Barat,17,55,551223,1
Sumatera Barat,17,55,552352,1
Sumatera Barat,17,56,561024,1
Sumatera Barat,17,56,561046,1
Sumatera Barat,17,56,561054,2
Sumatera Barat,17,56,561062,1
Sumatera Barat,17,56,561121,3
Sumatera Barat,17,56,561151,1
Sumatera Barat,17,56,561181,1
Sumatera Barat,17,56,561195,3
Sumatera Barat,17,56,561202,1
Sumatera Barat,17,56,561232,1
Sumatera Barat,17,56,561246,1
Sumatera Barat,17,56,561254,3
Sumatera Barat,17,56,561262,1
Sumatera Barat,17,56,561276,1
Sumatera Barat,17,56,561284,2
Sumatera Barat,17,56,561292,6
Sumatera Barat,17,56,561365,4
Sumatera Barat,17,56,561432,1
Sumatera Barat,17,56,561446,1
Sumatera Barat,17,56,562012,1
Sumatera Barat,17,56,562026,1
Sumatera Barat,17,56,562034,5
Sumatera Barat,17,56,562042,2
Sumatera Barat,17,56,562094,1
Sumatera Barat,17,56,562101,1
Sumatera Barat,17,56,562191,3
Sumatera Barat,17,56,562226,1
Sumatera Barat,17,56,562234,2
Sumatera Barat,17,56,562256,2
Sumatera Barat,17,56,562331,1
Sumatera Barat,17,57,571041,1
Sumatera Barat,17,57,571055,1
Sumatera Barat,17,57,572021,1
Sumatera Barat,17,57,572095,1
Sumatera Barat,17,57,572102,2
Sumatera Barat,17,58,581026,1
Sumatera Barat,17,58,581072,1
Sumatera Barat,17,58,582014,1
Sumatera Barat,17,58,582082,1
Sumatera Barat,17,58,582193,1
Sumatera Barat,17,59,591021,1
Sumatera Barat,17,59,591035,1
Sumatera Barat,17,59,591065,1
Sumatera Barat,17,59,591095,1
Sumatera Barat,17,60,602012,6
Sumatera Barat,17,60,602034,18
Sumatera Barat,17,60,602042,18
Sumatera Barat,17,60,602056,18
Sumatera Barat,17,60,602064,37
Sumatera Barat,17,60,602072,13
Sumatera Barat,17,60,602086,28
Sumatera Barat,17,60,602094,34
Sumatera Barat,17,61,612013,2
Sumatera Barat,17,61,612035,2
Sumatera Barat,17,61,612043,1
Sumatera Barat,17,61,612051,1
Sumatera Barat,17,62,622022,1
Sumatera Barat,17,62,622036,1
Sumatera Barat,17,62,622044,1
Sumatera Barat,17,62,622052,3
Sumatera Barat,17,62,622074,1
Sumatera Barat,17,62,622096,1
Sumatera Barat,17,62,622103,1
Sumatera Barat,17,62,622111,1
Sumatera Barat,17,63,631021,1
Sumatera Barat,17,63,631043,1
Sumatera Barat,17,63,631081,1
Sumatera Barat,17,63,631095,1
Sumatera Barat,17,63,631116,2
Sumatera Barat,17,63,631124,1
Sumatera Barat,17,63,631132,1
Sumatera Barat,17,63,631146,1
Sumatera Barat,17,63,631154,5
Sumatera Barat,17,63,631213,1
Sumatera Barat,17,63,631235,1
Sumatera Barat,17,63,631251,2
Sumatera Barat,17,63,632091,2
Sumatera Barat,17,63,632134,1
Sumatera Barat,17,63,632142,1
Sumatera Barat,17,63,632156,2
Sumatera Barat,17,63,632164,1
Sumatera Barat,17,63,632172,1
Sumatera Barat,17,64,642232,3
Sumatera Barat,17,68,682082,1
Sumatera Barat,17,68,682096,1
Sumatera Barat,17,69,692031,1
Sumatera Barat,17,69,692075,2
Sumatera Barat,17,71,711085,1
Sumatera Barat,17,71,711285,1
Sumatera Barat,17,71,712146,1
Sumatera Barat,17,73,731095,2
Sumatera Barat,17,73,731221,1
Sumatera Barat,17,75,751231,1
Sumatera Barat,17,77,771114,1
Sumatera Barat,17,77,771225,1
Sumatera Barat,17,77,771233,1
Sumatera Barat,17,79,791102,1
Sumatera Barat,17,80,801084,1
Sumatera Barat,17,83,831073,1
Sumatera Barat,17,83,832134,1
Sumatera Barat,17,84,841171,1
Sumatera Barat,17,85,851142,1
Sumatera Barat,17,88,881034,1
Sumatera Barat,17,89,891043,1
Sumatera Barat,17,90,901016,2
Sumatera Barat,17,90,901024,1
Sumatera Barat,17,90,901032,2
Sumatera Barat,17,90,901046,1
Sumatera Barat,17,90,901054,1
Sumatera Barat,17,90,901062,1
Sumatera Barat,17,90,902086,2
Sumatera Barat,17,90,902094,2
